emp_id,skill_id,proficiency_level,no_of_projects_done_in_that_skill,certifications
E1878,S002,9,5,No
E4338,S005,5,4,No
E3397,S014,10,12,No
E3626,S015,5,3,Yes
E815,S012,9,6,No
E4167,S001,8,7,No
E4673,S001,9,10,Yes
E1358,S003,1,2,No
E844,S009,4,4,No
E1567,S007,8,5,Yes
E2747,S003,2,1,No
E4592,S014,5,3,Yes
E406,S007,6,8,No
E303,S015,10,6,No
E1743,S005,9,11,No
E562,S015,10,12,Yes
E1301,S012,5,2,No
E4920,S010,9,11,No
E3454,S014,6,6,Yes
E446,S004,9,11,No
E614,S005,8,9,No
E1956,S014,3,4,Yes
E2131,S006,3,1,No
E1337,S002,10,12,No
E425,S011,10,7,Yes
E3728,S001,5,1,Yes
E4767,S013,8,7,No
E4674,S009,10,10,No
E1222,S011,8,11,No
E933,S006,9,7,Yes
E1970,S015,1,1,No
E1095,S010,6,12,No
E1643,S006,7,10,No
E2384,S005,8,11,Yes
E305,S001,1,2,Yes
E2990,S004,4,4,No
E696,S012,10,10,No
E1956,S003,6,9,Yes
E3258,S004,3,2,Yes
E4357,S005,9,6,Yes
E4838,S006,8,5,Yes
E3765,S001,3,2,Yes
E169,S006,3,3,Yes
E2955,S007,10,5,No
E2235,S007,1,2,Yes
E3978,S011,1,1,No
E2988,S011,2,4,No
E975,S003,6,11,Yes
E2178,S006,9,6,Yes
E3890,S012,6,6,Yes
E1250,S011,10,7,Yes
E1151,S011,10,6,No
E1581,S007,9,10,Yes
E3899,S013,8,8,Yes
E3424,S014,2,1,Yes
E875,S010,8,10,Yes
E458,S001,6,6,Yes
E1567,S010,9,12,Yes
E2506,S012,4,4,No
E1397,S012,4,4,Yes
E3408,S002,5,4,No
E1049,S003,7,10,Yes
E447,S006,2,1,Yes
E3900,S003,2,1,Yes
E3753,S001,6,11,Yes
E4604,S006,6,8,Yes
E2055,S005,6,8,No
E1746,S007,2,1,No
E1217,S015,3,1,Yes
E4673,S007,7,11,No
E504,S007,9,12,Yes
E539,S007,9,5,Yes
E4586,S011,2,3,Yes
E3246,S012,10,8,No
E3645,S006,8,9,No
E2006,S006,9,5,No
E2796,S009,8,11,Yes
E2735,S003,4,3,No
E005,S002,9,7,No
E1468,S001,9,7,No
E4980,S013,5,2,Yes
E3112,S003,3,2,No
E1620,S008,3,1,No
E3262,S011,7,6,No
E3333,S003,10,6,Yes
E3285,S014,6,12,No
E2717,S010,4,1,Yes
E925,S015,4,1,Yes
E1865,S011,6,5,No
E3978,S012,9,6,No
E4817,S012,1,4,No
E1866,S015,2,1,Yes
E2177,S004,9,5,No
E1289,S006,5,4,Yes
E3226,S013,3,4,Yes
E2138,S003,10,6,Yes
E3240,S007,6,6,No
E4828,S013,1,4,Yes
E2384,S007,3,3,Yes
E4306,S006,2,2,No
E2710,S006,7,5,No
E2840,S004,5,2,No
E2890,S011,10,6,Yes
E3019,S011,8,5,No
E1201,S012,4,2,Yes
E2161,S012,1,1,No
E3375,S008,1,1,Yes
E2469,S002,3,3,Yes
E820,S001,4,1,Yes
E3697,S013,4,4,Yes
E1791,S012,4,4,No
E4007,S012,8,12,Yes
E4300,S001,5,2,No
E3478,S003,5,1,Yes
E2124,S008,7,11,No
E1506,S001,4,1,Yes
E1181,S006,3,1,No
E2193,S008,3,1,Yes
E3051,S015,9,6,Yes
E364,S001,2,3,Yes
E2904,S008,3,4,No
E007,S003,7,10,Yes
E2688,S008,5,1,Yes
E3676,S015,6,11,No
E2801,S008,8,11,No
E2246,S004,3,1,No
E2723,S011,4,4,No
E4435,S003,8,6,Yes
E1210,S001,9,11,Yes
E1140,S001,10,8,Yes
E3655,S009,4,4,Yes
E4950,S009,4,2,Yes
E1381,S005,3,2,Yes
E676,S014,5,1,Yes
E2036,S006,4,4,No
E3788,S013,8,5,Yes
E3761,S003,8,5,No
E2041,S008,10,12,No
E3803,S009,2,3,No
E977,S003,3,1,Yes
E1633,S001,8,10,Yes
E3761,S004,1,2,Yes
E1000,S014,8,5,No
E4311,S007,5,1,No
E2891,S009,9,12,Yes
E2224,S006,10,9,No
E2912,S004,9,6,Yes
E2888,S011,2,3,Yes
E467,S011,3,1,Yes
E2165,S011,8,12,No
E368,S009,3,2,No
E443,S011,2,1,Yes
E3436,S003,10,9,No
E2208,S004,9,5,Yes
E4763,S014,4,2,No
E3010,S015,8,6,Yes
E810,S004,1,2,Yes
E1618,S006,7,8,No
E2551,S001,5,1,No
E4380,S009,7,9,No
E1212,S004,8,5,Yes
E1243,S014,9,5,No
E3603,S009,4,2,Yes
E2747,S009,6,5,Yes
E3127,S008,7,11,No
E427,S011,10,10,Yes
E436,S003,1,4,No
E110,S010,3,4,No
E2932,S012,1,3,No
E622,S012,7,8,No
E244,S015,3,2,Yes
E3745,S009,6,9,Yes
E1001,S001,3,2,Yes
E1917,S002,9,9,Yes
E2654,S011,1,2,Yes
E1496,S009,6,6,No
E1104,S009,6,9,No
E2690,S006,9,9,Yes
E2961,S015,4,1,No
E3745,S015,3,4,No
E2016,S012,2,2,No
E1111,S003,9,11,Yes
E4074,S003,8,10,No
E2067,S003,4,1,Yes
E1822,S013,10,7,No
E1240,S006,2,4,Yes
E2559,S006,8,10,No
E3684,S005,9,12,Yes
E4504,S012,9,11,Yes
E1953,S001,4,2,No
E024,S004,7,7,Yes
E1978,S006,6,8,Yes
E2435,S014,9,8,Yes
E3108,S013,10,12,No
E2048,S004,4,4,Yes
E2465,S005,3,2,No
E1045,S007,1,2,Yes
E4610,S005,2,1,Yes
E784,S008,7,10,No
E2969,S010,9,10,No
E3651,S004,1,3,No
E1111,S007,8,8,No
E3343,S007,7,5,No
E1236,S003,3,2,No
E1293,S003,9,8,Yes
E1833,S003,5,1,Yes
E3116,S008,10,11,No
E4148,S006,10,9,Yes
E1384,S002,1,4,Yes
E3022,S003,5,4,Yes
E4231,S011,1,4,Yes
E998,S013,6,8,Yes
E4908,S003,1,2,No
E4714,S008,5,2,Yes
E3710,S009,2,4,No
E4078,S013,8,6,Yes
E229,S005,7,8,No
E4137,S004,3,4,Yes
E2165,S015,1,3,Yes
E4286,S012,6,10,No
E2361,S015,6,10,Yes
E078,S006,7,11,Yes
E344,S015,9,8,No
E3678,S012,3,3,Yes
E4120,S002,2,2,Yes
E4559,S011,1,2,Yes
E3565,S015,9,7,Yes
E2372,S015,2,1,Yes
E1638,S010,5,2,Yes
E4593,S014,10,7,No
E943,S007,5,4,No
E4489,S015,1,1,No
E1732,S009,8,8,No
E669,S008,8,9,Yes
E4125,S011,6,9,Yes
E2415,S011,4,3,Yes
E2721,S001,7,5,No
E867,S012,6,6,No
E1246,S005,10,5,Yes
E858,S014,9,7,Yes
E448,S001,10,7,Yes
E2033,S014,1,3,Yes
E4933,S013,7,10,Yes
E1359,S001,6,12,No
E1995,S011,2,2,No
E3326,S001,5,1,No
E1184,S003,10,8,Yes
E653,S002,8,9,No
E212,S010,8,9,No
E045,S008,2,1,No
E050,S006,7,10,No
E1313,S014,3,3,Yes
E3933,S006,9,10,Yes
E2109,S015,5,2,Yes
E4314,S012,9,9,No
E4296,S010,7,6,No
E4184,S012,3,3,No
E025,S015,8,6,No
E2743,S011,3,4,No
E477,S015,8,10,Yes
E1111,S005,6,5,Yes
E4663,S001,5,4,No
E1102,S014,1,2,No
E1818,S006,10,5,Yes
E1414,S011,5,1,No
E4169,S008,3,1,No
E2899,S004,2,1,No
E3250,S006,3,4,No
E3270,S013,4,2,Yes
E3869,S007,2,1,No
E3916,S014,7,11,Yes
E1485,S015,4,3,No
E4799,S006,2,1,No
E224,S014,3,4,Yes
E1818,S012,3,3,Yes
E3994,S003,6,6,Yes
E1239,S010,4,2,No
E1081,S014,1,2,Yes
E4510,S008,3,1,Yes
E4904,S004,3,1,Yes
E291,S006,9,12,Yes
E2630,S005,1,1,Yes
E2688,S002,3,2,Yes
E1107,S003,1,1,No
E720,S011,1,2,No
E2299,S004,1,4,No
E1079,S013,7,8,No
E271,S013,10,9,No
E4345,S013,5,2,Yes
E133,S006,6,7,Yes
E1983,S002,9,8,Yes
E4893,S015,10,9,Yes
E4374,S009,6,12,Yes
E4132,S010,8,6,No
E074,S015,8,11,Yes
E1037,S004,1,2,No
E433,S011,6,9,No
E282,S013,3,2,No
E4807,S004,8,6,Yes
E1004,S003,7,10,Yes
E300,S010,1,4,No
E973,S001,2,4,No
E3603,S011,3,2,No
E2026,S004,10,12,No
E3356,S011,4,3,No
E1754,S006,4,3,Yes
E4918,S009,7,7,No
E4406,S009,2,2,No
E2767,S013,8,9,Yes
E682,S006,10,10,No
E1074,S008,10,11,No
E4557,S011,3,2,No
E016,S003,6,12,Yes
E3816,S002,9,7,Yes
E4515,S014,10,12,Yes
E2642,S004,4,4,No
E3879,S014,9,12,No
E3165,S011,8,11,No
E2605,S015,7,12,Yes
E4590,S010,2,1,No
E2602,S005,7,8,Yes
E1771,S009,6,6,No
E4421,S008,10,5,No
E4824,S008,2,1,Yes
E741,S011,3,1,Yes
E4282,S011,8,11,Yes
E3876,S006,2,3,Yes
E2857,S006,8,9,Yes
E4960,S005,9,9,No
E1055,S002,4,3,No
E1836,S001,8,12,Yes
E2096,S004,5,1,Yes
E2838,S004,10,6,Yes
E1638,S013,10,5,Yes
E3342,S006,9,12,Yes
E4283,S005,3,1,No
E347,S012,5,1,Yes
E2609,S008,4,4,No
E2039,S004,1,3,No
E452,S011,7,8,Yes
E2139,S008,8,10,Yes
E3365,S006,10,6,Yes
E1532,S012,9,10,No
E3916,S008,8,10,No
E1897,S010,1,1,Yes
E005,S009,8,10,Yes
E167,S010,1,4,No
E072,S012,2,1,Yes
E506,S002,8,12,Yes
E2205,S015,4,4,Yes
E4877,S012,7,12,No
E4189,S010,9,8,No
E3014,S002,10,5,No
E029,S001,7,6,Yes
E392,S007,4,3,Yes
E1016,S009,8,9,No
E909,S010,7,7,No
E4359,S003,8,10,Yes
E3414,S001,6,8,No
E2695,S012,4,4,No
E2812,S003,6,9,Yes
E2240,S004,7,9,No
E209,S015,10,12,Yes
E2205,S011,9,9,Yes
E3194,S006,6,12,No
E565,S008,6,7,Yes
E192,S007,4,1,Yes
E4625,S002,5,3,Yes
E3196,S003,10,8,No
E564,S005,9,12,No
E601,S002,2,3,No
E098,S005,2,3,No
E582,S005,4,4,Yes
E4335,S012,5,1,No
E4888,S010,4,1,No
E1001,S006,4,4,No
E2610,S002,1,1,Yes
E2427,S009,8,11,Yes
E1223,S004,7,10,Yes
E3180,S009,7,10,Yes
E175,S001,10,5,No
E4362,S004,5,4,Yes
E3478,S007,6,8,Yes
E958,S007,2,4,No
E1567,S001,7,10,Yes
E3027,S014,4,1,Yes
E173,S008,4,1,No
E4524,S002,4,3,Yes
E4288,S003,4,1,No
E3524,S013,10,11,No
E835,S010,1,2,Yes
E576,S013,10,9,No
E880,S015,7,7,Yes
E1743,S004,10,12,Yes
E970,S001,5,1,No
E4589,S008,8,6,No
E4287,S005,6,6,Yes
E4470,S013,10,10,Yes
E1414,S013,8,12,No
E3620,S002,5,1,No
E3785,S011,4,3,Yes
E1870,S008,1,3,Yes
E1314,S007,3,2,No
E1597,S009,2,2,Yes
E1243,S002,4,2,No
E3124,S007,8,8,Yes
E1064,S003,1,4,Yes
E3753,S014,10,6,No
E3085,S008,8,11,Yes
E1743,S012,5,4,Yes
E4510,S002,2,3,No
E2791,S009,5,1,Yes
E3482,S003,9,7,Yes
E4130,S011,2,2,No
E1274,S007,9,8,Yes
E3836,S004,9,7,Yes
E1615,S001,6,12,Yes
E1489,S013,7,11,No
E572,S007,2,1,No
E4320,S001,9,5,Yes
E2035,S013,10,7,Yes
E1821,S008,5,2,Yes
E616,S005,7,6,No
E3751,S008,9,9,No
E1963,S009,4,1,No
E4988,S007,5,3,Yes
E2246,S002,7,9,No
E1175,S002,4,1,No
E2931,S005,3,4,No
E3279,S015,5,1,Yes
E1632,S008,2,3,Yes
E3124,S015,7,12,No
E2188,S003,4,2,No
E1452,S008,10,6,Yes
E2546,S009,2,2,Yes
E3413,S005,8,10,No
E1190,S010,5,3,Yes
E1424,S010,10,9,Yes
E1170,S012,9,11,Yes
E2640,S003,6,11,No
E1452,S006,7,11,Yes
E3374,S009,2,1,No
E4013,S014,7,8,No
E2483,S005,4,2,No
E3919,S003,6,10,No
E3914,S008,8,6,Yes
E1952,S011,1,2,Yes
E3208,S013,7,12,No
E1579,S007,2,2,No
E4682,S014,6,11,No
E3331,S004,7,12,Yes
E4605,S008,5,3,Yes
E2109,S009,8,7,No
E2627,S013,8,10,Yes
E021,S010,2,4,No
E1897,S012,10,12,Yes
E3199,S008,7,9,No
E1718,S006,6,6,Yes
E1127,S004,4,3,Yes
E617,S014,4,3,Yes
E3708,S013,10,6,No
E4205,S008,7,12,Yes
E2736,S012,7,8,Yes
E3412,S010,5,2,No
E354,S006,7,11,Yes
E526,S006,8,7,Yes
E3125,S010,2,4,Yes
E3108,S010,1,4,No
E2932,S004,10,9,No
E717,S011,4,3,Yes
E3047,S007,4,3,No
E600,S008,10,5,Yes
E538,S012,6,10,No
E1294,S001,1,1,Yes
E233,S009,10,8,Yes
E439,S002,2,4,Yes
E3260,S006,10,10,Yes
E1969,S005,4,4,No
E1403,S012,1,3,Yes
E163,S012,10,10,No
E4509,S006,2,2,Yes
E2082,S008,7,10,Yes
E4282,S013,5,2,No
E066,S006,5,2,No
E3689,S003,10,6,Yes
E1914,S003,2,2,No
E4376,S005,7,10,Yes
E822,S006,7,12,Yes
E2841,S001,5,1,No
E3267,S013,3,4,No
E2029,S006,4,4,No
E4985,S007,6,7,Yes
E216,S015,6,7,No
E3045,S005,1,2,No
E1798,S006,9,10,Yes
E1872,S015,6,12,Yes
E3761,S005,1,2,No
E1052,S013,8,11,Yes
E4978,S012,9,5,Yes
E1717,S010,7,10,No
E4651,S007,6,9,No
E2710,S012,7,9,Yes
E4841,S006,2,3,Yes
E699,S005,7,5,No
E2123,S001,8,6,No
E1226,S008,5,2,Yes
E3325,S015,3,2,Yes
E219,S005,5,4,No
E408,S002,9,8,No
E4965,S003,7,5,No
E1971,S009,2,2,Yes
E006,S006,8,5,No
E3238,S004,2,4,No
E1924,S015,8,10,No
E867,S011,2,2,Yes
E1831,S008,7,12,Yes
E899,S006,3,4,No
E2635,S014,2,3,No
E1612,S008,6,6,Yes
E2436,S013,1,3,No
E2175,S008,10,8,Yes
E2291,S007,6,12,No
E178,S001,9,12,Yes
E572,S005,5,1,No
E3358,S015,7,9,No
E3304,S008,2,2,No
E046,S003,9,8,Yes
E4314,S014,8,8,Yes
E1935,S012,1,2,No
E496,S015,5,2,Yes
E4424,S010,7,9,No
E604,S010,10,8,No
E2455,S003,9,8,No
E3528,S006,4,4,No
E3143,S006,6,11,No
E4414,S015,4,1,No
E724,S006,7,12,No
E825,S014,10,6,Yes
E399,S012,3,1,No
E2182,S003,3,1,Yes
E4867,S008,3,2,No
E2149,S014,7,11,Yes
E2608,S003,4,1,No
E4700,S006,2,3,Yes
E3654,S005,6,11,Yes
E1063,S009,1,1,Yes
E095,S004,5,1,No
E1464,S014,3,4,No
E3509,S009,6,6,No
E3174,S015,8,8,No
E2040,S015,6,5,Yes
E1586,S011,10,9,Yes
E2621,S002,9,10,Yes
E389,S008,2,1,Yes
E1334,S010,10,8,Yes
E4605,S006,10,9,No
E4613,S001,5,1,Yes
E281,S012,2,4,No
E1253,S007,3,4,No
E3401,S004,6,9,Yes
E2288,S014,2,3,No
E1287,S002,8,12,No
E4567,S013,1,2,Yes
E1574,S013,5,1,Yes
E3213,S007,7,12,No
E4774,S012,4,2,Yes
E4407,S014,3,2,Yes
E955,S006,7,12,No
E1728,S005,3,2,Yes
E4495,S009,1,4,No
E2707,S010,5,3,No
E4436,S011,10,6,Yes
E1027,S003,10,9,No
E4880,S011,6,6,No
E3201,S005,7,12,Yes
E755,S007,5,2,No
E4800,S003,7,6,Yes
E2505,S013,8,12,Yes
E4806,S014,10,6,Yes
E363,S004,5,1,No
E1241,S004,3,1,No
E1824,S011,6,8,Yes
E2053,S012,7,11,No
E1619,S009,10,10,Yes
E3902,S003,1,3,No
E1121,S010,10,9,No
E897,S002,6,9,No
E792,S015,7,8,No
E1762,S008,3,4,Yes
E854,S011,2,1,No
E3526,S001,2,3,Yes
E712,S009,3,2,Yes
E036,S011,2,1,No
E1539,S005,6,6,No
E977,S014,9,7,Yes
E3206,S015,9,8,No
E458,S014,4,4,Yes
E4657,S001,4,3,Yes
E4203,S008,1,2,No
E4263,S011,8,10,Yes
E2871,S014,6,9,No
E3020,S013,5,3,Yes
E2745,S011,2,1,No
E398,S002,5,2,Yes
E831,S015,5,3,Yes
E2208,S006,4,3,Yes
E835,S003,10,10,Yes
E4904,S008,3,2,No
E3472,S002,7,6,Yes
E3475,S015,7,11,No
E2310,S003,2,2,No
E678,S005,8,11,Yes
E2758,S003,4,4,Yes
E2538,S005,3,2,No
E3868,S015,10,8,Yes
E2010,S007,5,2,No
E1165,S005,4,2,Yes
E2140,S003,8,7,No
E1379,S014,2,4,Yes
E4878,S011,7,9,No
E1221,S014,2,3,No
E115,S003,1,3,No
E4676,S004,4,3,No
E385,S013,2,4,Yes
E3148,S005,10,10,No
E2852,S011,8,6,Yes
E1488,S006,5,3,Yes
E3283,S011,2,4,Yes
E1993,S003,10,6,Yes
E3482,S002,5,3,No
E3841,S015,3,3,Yes
E3957,S002,9,9,Yes
E1578,S011,3,2,No
E202,S015,8,9,Yes
E4452,S013,3,3,No
E456,S007,1,4,Yes
E740,S001,2,4,No
E2399,S004,5,4,No
E688,S015,7,9,No
E2733,S008,1,4,No
E1757,S012,3,2,Yes
E3311,S005,1,2,No
E4185,S005,5,2,No
E3440,S012,10,10,Yes
E3501,S001,9,7,No
E992,S004,6,5,Yes
E3490,S006,4,1,Yes
E4850,S006,9,7,Yes
E4245,S010,3,3,Yes
E1339,S015,10,10,No
E4577,S006,1,1,No
E3786,S001,8,5,No
E4569,S002,4,1,No
E1265,S003,8,11,No
E1376,S013,9,9,Yes
E4544,S003,7,6,No
E3358,S008,7,8,No
E3593,S006,6,12,Yes
E2235,S006,10,7,No
E3029,S002,1,3,No
E4328,S009,4,4,Yes
E2104,S010,5,1,No
E1076,S004,5,3,No
E1290,S006,3,4,Yes
E4947,S002,3,1,Yes
E2063,S007,2,4,No
E2619,S009,3,1,No
E3382,S015,6,8,Yes
E4501,S005,3,1,No
E3723,S012,5,1,Yes
E2231,S013,2,3,No
E316,S014,10,10,No
E4867,S002,2,4,Yes
E433,S004,5,2,Yes
E619,S010,6,10,Yes
E3688,S005,4,2,Yes
E1353,S004,6,10,No
E687,S004,1,3,Yes
E3479,S008,9,8,No
E1608,S006,8,7,Yes
E3138,S005,2,1,Yes
E3276,S003,8,11,No
E1989,S009,3,3,Yes
E3125,S007,9,5,Yes
E376,S012,6,5,Yes
E532,S005,5,4,No
E1191,S015,5,4,Yes
E3872,S007,9,6,Yes
E4131,S002,4,1,No
E4535,S011,10,7,Yes
E560,S005,6,9,Yes
E622,S005,6,7,Yes
E2144,S005,7,7,Yes
E060,S005,9,12,No
E2593,S014,9,9,Yes
E4020,S004,6,8,Yes
E395,S015,7,12,No
E1340,S008,4,1,Yes
E4302,S003,4,1,No
E3716,S001,3,1,Yes
E2135,S005,1,3,No
E464,S002,9,11,No
E4480,S010,1,1,No
E2842,S004,5,2,No
E2217,S006,10,5,No
E3514,S002,2,1,No
E2249,S011,2,2,No
E4797,S003,9,6,Yes
E3678,S002,5,2,Yes
E574,S009,3,2,No
E2150,S007,3,1,Yes
E4245,S015,10,11,Yes
E966,S012,6,6,Yes
E1326,S008,10,7,Yes
E4934,S005,9,5,No
E3083,S012,1,3,Yes
E506,S011,9,10,Yes
E4033,S006,5,4,Yes
E2460,S004,1,3,No
E3363,S001,10,10,Yes
E2578,S015,8,6,No
E3535,S010,4,4,No
E4971,S011,2,4,No
E1104,S004,7,8,Yes
E4881,S015,4,2,Yes
E179,S002,10,9,Yes
E940,S014,2,1,Yes
E562,S004,8,6,No
E1399,S012,2,1,No
E3474,S015,9,11,Yes
E3234,S013,7,12,No
E4733,S005,3,4,Yes
E4650,S001,3,2,No
E1443,S007,3,2,No
E2119,S008,5,2,No
E1656,S010,8,10,No
E130,S015,9,7,Yes
E2123,S011,8,10,Yes
E1197,S009,2,2,No
E4339,S015,10,6,No
E1923,S008,6,10,Yes
E559,S003,8,8,No
E4973,S007,6,6,No
E2223,S006,8,9,Yes
E756,S011,6,10,Yes
E3124,S003,3,3,Yes
E1890,S013,8,11,Yes
E1413,S010,4,4,Yes
E1281,S009,8,6,No
E4524,S003,9,12,Yes
E4878,S002,9,9,No
E1385,S012,6,10,Yes
E4409,S011,10,8,Yes
E4532,S002,3,3,Yes
E4661,S006,5,3,Yes
E1911,S014,3,3,Yes
E301,S010,4,4,No
E3951,S009,9,10,Yes
E1568,S009,5,4,Yes
E2416,S011,2,4,No
E1544,S013,2,4,No
E1703,S014,4,3,No
E4720,S015,9,5,Yes
E2503,S007,6,5,No
E267,S001,8,10,No
E1126,S002,10,7,No
E1624,S014,2,4,No
E1314,S010,8,7,No
E3106,S011,5,4,No
E4934,S009,9,8,Yes
E3188,S014,8,11,No
E4420,S002,10,8,Yes
E1733,S001,5,2,Yes
E3595,S002,1,3,Yes
E1537,S009,6,9,Yes
E2581,S010,8,11,No
E3836,S013,4,2,No
E760,S006,5,2,Yes
E1401,S002,10,12,No
E2231,S003,4,3,Yes
E4898,S005,8,11,Yes
E2932,S013,1,1,Yes
E3550,S008,1,2,No
E1755,S007,8,12,Yes
E3738,S001,5,4,No
E2229,S013,4,3,Yes
E2219,S006,7,6,No
E4691,S007,8,7,Yes
E1443,S008,10,8,Yes
E3454,S011,7,9,Yes
E3556,S007,8,8,No
E3417,S012,5,3,No
E2682,S004,5,4,No
E239,S003,2,3,Yes
E1986,S010,6,12,Yes
E4504,S015,1,4,Yes
E548,S011,7,7,Yes
E1500,S014,10,10,No
E470,S002,1,1,No
E4034,S009,1,1,No
E3658,S002,8,9,Yes
E2077,S012,2,1,Yes
E4161,S003,6,6,Yes
E217,S014,10,11,Yes
E1107,S013,7,5,Yes
E3021,S013,10,12,Yes
E1857,S014,1,4,No
E3047,S010,9,5,Yes
E895,S010,5,4,No
E3650,S011,10,5,No
E1435,S004,9,10,Yes
E4613,S002,1,4,Yes
E4738,S004,7,8,Yes
E1650,S004,2,4,No
E2107,S006,7,5,Yes
E3439,S012,8,12,No
E423,S009,3,4,Yes
E2255,S006,1,3,No
E2586,S001,4,2,No
E3923,S009,8,11,Yes
E2092,S001,9,5,Yes
E257,S015,10,10,Yes
E1494,S006,1,2,Yes
E2276,S004,9,9,Yes
E508,S001,10,7,Yes
E1314,S013,10,9,No
E1041,S002,6,7,Yes
E1256,S001,7,8,Yes
E960,S007,8,5,No
E3148,S008,7,11,No
E4792,S011,4,3,No
E2129,S006,9,5,Yes
E1510,S004,9,12,No
E639,S002,3,4,Yes
E1681,S014,4,4,No
E395,S013,8,8,Yes
E2882,S004,2,2,Yes
E1816,S013,9,6,Yes
E1475,S003,8,6,Yes
E3591,S003,5,3,No
E975,S006,8,11,Yes
E450,S003,6,11,Yes
E726,S009,4,4,No
E2063,S002,10,6,No
E244,S001,7,9,No
E045,S009,1,4,Yes
E4435,S015,9,5,Yes
E4849,S003,9,12,No
E831,S004,1,4,Yes
E395,S014,7,12,Yes
E2555,S004,10,12,No
E054,S009,1,1,Yes
E3112,S005,3,1,Yes
E2867,S014,4,3,No
E2089,S003,2,3,Yes
E787,S009,5,1,No
E4903,S003,4,1,Yes
E1122,S002,6,11,No
E3383,S009,8,6,Yes
E3539,S012,3,1,Yes
E4436,S008,4,3,No
E891,S010,8,8,No
E3709,S013,1,4,No
E3631,S002,8,11,No
E4238,S012,10,6,Yes
E4962,S003,9,9,No
E893,S002,8,11,Yes
E1171,S002,7,5,No
E855,S015,7,6,Yes
E4133,S002,4,4,Yes
E3016,S005,9,8,No
E2012,S010,8,10,Yes
E3550,S009,9,9,Yes
E2797,S012,3,1,No
E4926,S004,10,8,Yes
E4504,S011,8,9,Yes
E3171,S002,4,1,No
E615,S012,1,3,Yes
E2872,S011,5,4,Yes
E938,S011,4,4,No
E3146,S006,3,1,Yes
E1048,S003,8,9,No
E1998,S007,4,2,No
E2877,S006,3,4,No
E433,S005,4,4,No
E4962,S006,5,2,No
E4700,S009,9,10,No
E252,S008,4,3,Yes
E4965,S012,10,5,No
E2306,S002,4,1,No
E2973,S009,10,11,No
E3977,S014,9,9,No
E2660,S009,2,3,No
E447,S015,10,11,Yes
E3248,S012,1,3,Yes
E1601,S005,6,7,No
E4690,S015,7,12,Yes
E2441,S003,2,1,No
E3319,S010,10,12,No
E4998,S012,10,12,Yes
E807,S005,7,6,Yes
E3808,S003,7,9,Yes
E769,S014,7,9,Yes
E3264,S014,8,5,Yes
E3334,S003,5,3,No
E4009,S009,6,9,No
E057,S013,7,12,Yes
E1835,S014,4,2,No
E952,S004,8,9,Yes
E2848,S015,3,1,No
E2287,S012,4,3,No
E2481,S002,3,3,No
E4375,S007,10,9,No
E517,S015,10,7,No
E1372,S012,7,10,No
E4744,S011,9,9,No
E4433,S011,6,7,No
E4371,S005,2,4,No
E1107,S010,7,9,Yes
E958,S004,8,8,Yes
E871,S009,7,8,Yes
E3516,S003,6,6,Yes
E3600,S011,10,8,No
E2728,S005,1,4,No
E1194,S012,3,3,No
E2303,S013,6,8,Yes
E1406,S014,2,2,No
E2772,S002,5,4,Yes
E3041,S012,4,3,No
E4925,S011,7,6,No
E3973,S006,4,2,Yes
E4062,S005,2,3,No
E3444,S005,8,7,Yes
E672,S005,8,9,Yes
E4809,S011,6,12,No
E2536,S010,4,3,No
E2062,S011,6,6,Yes
E3547,S014,3,2,No
E659,S004,2,4,Yes
E3907,S014,7,12,Yes
E360,S015,5,4,Yes
E4154,S005,9,10,No
E2628,S011,7,6,Yes
E169,S008,5,4,No
E3954,S003,3,1,No
E3328,S004,2,3,No
E2912,S010,8,9,Yes
E4627,S003,5,2,No
E4008,S001,3,1,No
E3220,S001,8,9,Yes
E3548,S005,7,10,Yes
E3794,S005,10,5,No
E258,S009,4,2,Yes
E252,S001,9,7,No
E4801,S005,9,7,Yes
E4824,S002,1,2,No
E452,S001,6,5,Yes
E2925,S015,7,10,Yes
E4017,S012,8,8,No
E365,S005,2,1,No
E2744,S001,5,3,No
E060,S011,6,5,No
E2371,S004,2,3,No
E4162,S012,6,9,No
E4985,S012,2,4,No
E3526,S003,10,12,Yes
E794,S012,1,4,Yes
E1495,S009,1,2,No
E887,S009,4,1,No
E1084,S010,10,6,No
E1336,S005,5,3,Yes
E2904,S006,2,2,Yes
E1901,S006,10,10,Yes
E2221,S012,1,1,Yes
E4473,S013,8,11,Yes
E3736,S005,6,5,No
E4768,S008,9,6,Yes
E3758,S009,2,2,Yes
E502,S003,5,2,Yes
E3543,S011,4,2,Yes
E4944,S001,1,2,Yes
E4242,S005,1,1,No
E4022,S014,10,6,No
E1623,S015,1,3,No
E2933,S004,2,1,No
E2169,S009,4,2,Yes
E904,S009,1,3,No
E4548,S014,9,10,Yes
E4492,S008,1,1,No
E2549,S009,2,3,Yes
E4358,S015,1,3,Yes
E4690,S009,3,1,Yes
E2158,S012,4,3,No
E2883,S009,7,12,Yes
E3254,S004,8,9,No
E1128,S013,4,1,Yes
E3827,S004,7,9,Yes
E1606,S008,4,2,Yes
E4417,S014,6,5,Yes
E3130,S008,4,4,Yes
E4018,S011,8,9,No
E2147,S012,4,4,Yes
E3860,S007,8,8,Yes
E4303,S011,6,11,No
E2890,S008,5,3,Yes
E2686,S012,3,4,No
E4282,S014,10,8,Yes
E3998,S006,2,1,No
E3161,S002,6,12,No
E2070,S002,1,1,Yes
